SVAMITVA Property Card ID,Linked Land Record Parcel ID,Survey / Gat / Property No.,State,District,Tehsil / Taluka,Village,Owner Name,Father / Spouse Name,Owner Type,Total Area (sq m),Land / Property Type,Property Card Status,Property Card Prepared Date,Distribution Date,Drone Survey Status,Drone Survey Date,Ortho Image Status,Vector Data Status,DEM Data Status,Parcel Digitisation Status,Cadastral / Parcel Geometry WKT,Record Source,Record Date / Last Updated,Verification Status,Survey Completed,Ground Truthing Status,CORS / Control Point Status,Property Card Prepared,Objection Received,Objection Date,Objection Disposed,Objection Disposal Date,Card Ready for Distribution,Property Card Distributed,Latitude,Longitude,Notified Village,Drone Flying Completed,Data Processing Completed,Data Processing Status,Ortho Data Received,Vector Data Received,Property Cards Prepared,Property Cards Distributed,Feature Extraction Status,Ground Verification Date
SVPC-MH-0027669,MH-DEMO-01461,SV-28-07-0069,Maharashtra,Wardha,Hinganghat,Demo Village 09,Amit Kadam,Rajesh More,Individual,55.1,Commercial,Distributed,2025-01-31,,Completed,2024-12-23,Received,Received,Received,Digitised,"POLYGON((18.239490 73.799490,18.240510 73.799490,18.240510 73.800510,18.239490 73.800510,18.239490 73.799490))",Synthetic SVAMITVA Demo Dataset,2026-04-20,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79949,18.23949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027670,MH-DEMO-01462,SV-28-07-0070,Maharashtra,Wardha,Hinganghat,Demo Village 10,Gaurav Ingale,Vaishnavi Mhatre,Individual,58.0,Open Plot,Under Verification,2025-02-04,,Completed,2024-12-26,Received,Received,Available,Digitised,"POLYGON((18.239650 73.799650,18.240350 73.799650,18.240350 73.800350,18.239650 73.800350,18.239650 73.799650))",Synthetic SVAMITVA Demo Dataset,2026-04-21,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,No,73.79965,18.23965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-01-02
SVPC-MH-0027671,MH-DEMO-01463,SV-28-07-0071,Maharashtra,Wardha,Hinganghat,Demo Village 01,Nikhil Patil,Deepak Kulkarni,Individual,60.9,Other Abadi Property,Digitisation Completed,2025-02-08,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.239610 73.799610,18.240390 73.799610,18.240390 73.800390,18.239610 73.800390,18.239610 73.799610))",Synthetic SVAMITVA Demo Dataset,2026-04-22,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,No,Yes,73.79961,18.23961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-01-05
SVPC-MH-0027672,MH-DEMO-01464,SV-28-07-0072,Maharashtra,Wardha,Hinganghat,Demo Village 02,Rohit Deshpande,Rahul Verma,Individual,63.8,Residential Abadi,Prepared,2025-02-12,,Completed,2025-01-01,Received,Received,Received,Under Processing,"POLYGON((18.239570 73.799570,18.240430 73.799570,18.240430 73.800430,18.239570 73.800430,18.239570 73.799570))",Synthetic SVAMITVA Demo Dataset,2026-04-23,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,Yes,73.79957,18.23957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-01-08
SVPC-MH-0027673,MH-DEMO-01465,SV-28-07-0073,Maharashtra,Wardha,Hinganghat,Demo Village 03,Sunita Mhatre,Tanmay Wagh,Individual,66.7,Mixed Residential,Distributed,2025-02-16,,Completed,2025-01-04,Received,Received,Received,Digitised,"POLYGON((18.239530 73.799530,18.240470 73.799530,18.240470 73.800470,18.239530 73.800470,18.239530 73.799530))",Synthetic SVAMITVA Demo Dataset,2026-04-24,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79953,18.23953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027674,MH-DEMO-01466,SV-28-07-0074,Maharashtra,Wardha,Hinganghat,Demo Village 04,Vinod Pawar,Ashok Patil,Individual,69.6,Institutional,Under Verification,2025-02-20,,Completed,2025-01-07,Received,Received,Available,Digitised,"POLYGON((18.239490 73.799490,18.240510 73.799490,18.240510 73.800510,18.239490 73.800510,18.239490 73.799490))",Synthetic SVAMITVA Demo Dataset,2026-04-25,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,73.79949,18.23949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0027675,MH-DEMO-01467,SV-28-07-0075,Maharashtra,Wardha,Hinganghat,Demo Village 05,Anjali Mane,Priya Kamble,Individual,72.5,Commercial,Digitisation Completed,2025-01-10,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.239650 73.799650,18.240350 73.799650,18.240350 73.800350,18.239650 73.800350,18.239650 73.799650))",Synthetic SVAMITVA Demo Dataset,2026-04-26,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.79965,18.23965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2025-01-17
SVPC-MH-0027676,MH-DEMO-01468,SV-28-07-0076,Maharashtra,Wardha,Hinganghat,Demo Village 06,Mahesh Tiwari,Swati Gaikwad,Individual,75.4,Open Plot,Prepared,2025-01-14,,Completed,2025-01-13,Received,Received,Received,Digitised,"POLYGON((18.239610 73.799610,18.240390 73.799610,18.240390 73.800390,18.239610 73.800390,18.239610 73.799610))",Synthetic SVAMITVA Demo Dataset,2026-04-27,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79961,18.23961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-01-20
SVPC-MH-0027677,MH-DEMO-01469,SV-28-07-0077,Maharashtra,Wardha,Hinganghat,Demo Village 07,Prakash Chavan,Arjun Borkar,Individual,78.3,Other Abadi Property,Distributed,2025-01-18,,Completed,2025-01-16,Received,Received,Received,Digitised,"POLYGON((18.239570 73.799570,18.240430 73.799570,18.240430 73.800430,18.239570 73.800430,18.239570 73.799570))",Synthetic SVAMITVA Demo Dataset,2026-04-28,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,Yes,2025-01-28,Yes,2025-02-10,Yes,Yes,73.79957,18.23957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-01-23
SVPC-MH-0027678,MH-DEMO-01470,SV-28-07-0078,Maharashtra,Wardha,Hinganghat,Demo Village 08,Sanjay Kamble,Prakash Kadam,Individual,81.2,Residential Abadi,Under Verification,2025-01-22,,Completed,2025-01-19,Received,Received,Available,Under Processing,"POLYGON((18.239530 73.799530,18.240470 73.799530,18.240470 73.800470,18.239530 73.800470,18.239530 73.799530))",Synthetic SVAMITVA Demo Dataset,2026-04-29,Synthetic - Not Government Verified,Yes,In Progress,Pending,No,No,,Not Applicable,,No,Yes,73.79953,18.23953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0027679,MH-DEMO-01471,SV-28-07-0079,Maharashtra,Wardha,Hinganghat,Demo Village 09,Swati Kharat,Suresh Tiwari,Individual,84.1,Mixed Residential,Digitisation Completed,2025-01-26,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.239490 73.799490,18.240510 73.799490,18.240510 73.800510,18.239490 73.800510,18.239490 73.799490))",Synthetic SVAMITVA Demo Dataset,2026-04-30,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79949,18.23949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0027680,MH-DEMO-01472,SV-28-07-0080,Maharashtra,Wardha,Hinganghat,Demo Village 10,Aarav Kulkarni,Anjali Thakur,Individual,87.0,Institutional,Prepared,2025-01-30,,Completed,2025-01-25,Received,Received,Received,Digitised,"POLYGON((18.239650 73.799650,18.240350 73.799650,18.240350 73.800350,18.239650 73.800350,18.239650 73.799650))",Synthetic SVAMITVA Demo Dataset,2026-05-01,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.79965,18.23965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-02-01
SVPC-MH-0027681,MH-DEMO-01473,SV-28-07-0081,Maharashtra,Wardha,Hinganghat,Demo Village 01,Ashok Kale,Pooja Deshmukh,Individual,89.9,Commercial,Distributed,2025-02-03,,Completed,2025-01-28,Received,Received,Received,Digitised,"POLYGON((18.239610 73.799610,18.240390 73.799610,18.240390 73.800390,18.239610 73.800390,18.239610 73.799610))",Synthetic SVAMITVA Demo Dataset,2026-05-02,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79961,18.23961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-02-04
SVPC-MH-0027682,MH-DEMO-01474,SV-28-07-0082,Maharashtra,Wardha,Hinganghat,Demo Village 02,Meena Jadhav,Sunita Gawande,Individual,27.8,Open Plot,Under Verification,2025-02-07,,Completed,2025-01-31,Received,Received,Available,Digitised,"POLYGON((18.239570 73.799570,18.240430 73.799570,18.240430 73.800430,18.239570 73.800430,18.239570 73.799570))",Synthetic SVAMITVA Demo Dataset,2026-05-03,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,73.79957,18.23957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-02-07
SVPC-MH-0027683,MH-DEMO-01475,SV-28-07-0083,Maharashtra,Wardha,Hinganghat,Demo Village 03,Rahul Thakur,Aniket Pawar,Individual,30.7,Other Abadi Property,Digitisation Completed,2025-02-11,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.239530 73.799530,18.240470 73.799530,18.240470 73.800470,18.239530 73.800470,18.239530 73.799530))",Synthetic SVAMITVA Demo Dataset,2026-05-04,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79953,18.23953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0027684,MH-DEMO-01476,SV-28-07-0084,Maharashtra,Wardha,Hinganghat,Demo Village 04,Shivam Salve,Nikhil Kale,Individual,33.6,Residential Abadi,Prepared,2025-02-15,,Completed,2025-02-06,Received,Received,Received,Under Processing,"POLYGON((18.239490 73.799490,18.240510 73.799490,18.240510 73.800510,18.239490 73.800510,18.239490 73.799490))",Synthetic SVAMITVA Demo Dataset,2026-05-05,Synthetic - Not Government Verified,Yes,Pending,Pending,Yes,No,,Not Applicable,,Yes,Yes,73.79949,18.23949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027685,MH-DEMO-01477,SV-28-07-0085,Maharashtra,Wardha,Hinganghat,Demo Village 05,Vaishnavi Gaikwad,Sonal Bhosale,Individual,36.5,Mixed Residential,Distributed,2025-02-19,,Completed,2025-02-09,Received,Received,Received,Digitised,"POLYGON((18.239650 73.799650,18.240350 73.799650,18.240350 73.800350,18.239650 73.800350,18.239650 73.799650))",Synthetic SVAMITVA Demo Dataset,2026-05-06,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,No,No,73.79965,18.23965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-02-16
SVPC-MH-0027686,MH-DEMO-01478,SV-28-07-0086,Maharashtra,Wardha,Hinganghat,Demo Village 06,Akash Sawant,Amit Yadav,Individual,39.4,Institutional,Under Verification,2025-02-23,,Completed,2025-02-12,Received,Received,Available,Digitised,"POLYGON((18.239610 73.799610,18.240390 73.799610,18.240390 73.800390,18.239610 73.800390,18.239610 73.799610))",Synthetic SVAMITVA Demo Dataset,2026-05-07,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,73.79961,18.23961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-02-19
SVPC-MH-0027687,MH-DEMO-01479,SV-28-07-0087,Maharashtra,Wardha,Hinganghat,Demo Village 07,Dhananjay Verma,Nandini Deshpande,Individual,42.3,Commercial,Digitisation Completed,2025-02-27,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.239570 73.799570,18.240430 73.799570,18.240430 73.800430,18.239570 73.800430,18.239570 73.799570))",Synthetic SVAMITVA Demo Dataset,2026-05-08,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79957,18.23957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-02-22
SVPC-MH-0027688,MH-DEMO-01480,SV-28-07-0088,Maharashtra,Wardha,Hinganghat,Demo Village 08,Nandini Bhosale,Sneha Kharat,Individual,45.2,Open Plot,Prepared,2025-03-03,,Completed,2025-02-18,Received,Received,Received,Digitised,"POLYGON((18.239530 73.799530,18.240470 73.799530,18.240470 73.800470,18.239530 73.800470,18.239530 73.799530))",Synthetic SVAMITVA Demo Dataset,2026-05-09,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79953,18.23953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027689,MH-DEMO-01481,SV-28-07-0089,Maharashtra,Wardha,Hinganghat,Demo Village 09,Ramesh Dhole,Akash Sawant,Individual,48.1,Other Abadi Property,Distributed,2025-03-07,,Completed,2025-02-21,Received,Received,Received,Digitised,"POLYGON((18.239490 73.799490,18.240510 73.799490,18.240510 73.800510,18.239490 73.800510,18.239490 73.799490))",Synthetic SVAMITVA Demo Dataset,2026-05-10,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79949,18.23949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027690,MH-DEMO-01482,SV-28-07-0090,Maharashtra,Wardha,Hinganghat,Demo Village 10,Sonal Deshmukh,Mohan Shinde,Individual,51.0,Residential Abadi,Under Verification,2025-03-11,,Completed,2025-02-24,Received,Received,Available,Under Processing,"POLYGON((18.239650 73.799650,18.240350 73.799650,18.240350 73.800350,18.239650 73.800350,18.239650 73.799650))",Synthetic SVAMITVA Demo Dataset,2026-05-11,Synthetic - Not Government Verified,Yes,Completed,Pending,No,Yes,2025-03-08,No,,No,No,73.79965,18.23965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-03-03
SVPC-MH-0027691,MH-DEMO-01483,SV-28-07-0091,Maharashtra,Wardha,Hinganghat,Demo Village 01,Vikas Joshi,Shivam Ingale,Individual,53.9,Mixed Residential,Digitisation Completed,2025-03-15,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.239610 73.799610,18.240390 73.799610,18.240390 73.800390,18.239610 73.800390,18.239610 73.799610))",Synthetic SVAMITVA Demo Dataset,2026-05-12,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79961,18.23961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-03-06
SVPC-MH-0027692,MH-DEMO-01484,SV-28-07-0092,Maharashtra,Wardha,Hinganghat,Demo Village 02,Aniket Borkar,Aditi Chavan,Individual,56.8,Institutional,Prepared,2025-03-19,,Completed,2025-03-02,Received,Received,Received,Digitised,"POLYGON((18.239570 73.799570,18.240430 73.799570,18.240430 73.800430,18.239570 73.800430,18.239570 73.799570))",Synthetic SVAMITVA Demo Dataset,2026-05-13,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,No,Yes,73.79957,18.23957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-03-09
SVPC-MH-0027693,MH-DEMO-01485,SV-28-07-0093,Maharashtra,Wardha,Hinganghat,Demo Village 03,Kiran Shinde,Meena Salve,Individual,59.7,Commercial,Distributed,2025-03-23,,Completed,2025-03-05,Received,Received,Received,Digitised,"POLYGON((18.239530 73.799530,18.240470 73.799530,18.240470 73.800470,18.239530 73.800470,18.239530 73.799530))",Synthetic SVAMITVA Demo Dataset,2026-05-14,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79953,18.23953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027694,MH-DEMO-01486,SV-28-07-0094,Maharashtra,Wardha,Hinganghat,Demo Village 04,Pooja Wagh,Seema Joshi,Individual,62.6,Open Plot,Under Verification,2025-03-27,,Completed,2025-03-08,Received,Received,Available,Digitised,"POLYGON((18.239490 73.799490,18.240510 73.799490,18.240510 73.800510,18.239490 73.800510,18.239490 73.799490))",Synthetic SVAMITVA Demo Dataset,2026-05-15,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,73.79949,18.23949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0027695,MH-DEMO-01487,SV-28-07-0095,Maharashtra,Wardha,Hinganghat,Demo Village 05,Sachin Yadav,Aarav Raut,Individual,65.5,Other Abadi Property,Digitisation Completed,2025-03-31,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.239650 73.799650,18.240350 73.799650,18.240350 73.800350,18.239650 73.800350,18.239650 73.799650))",Synthetic SVAMITVA Demo Dataset,2026-05-16,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.79965,18.23965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2025-03-18
SVPC-MH-0027696,MH-DEMO-01488,SV-28-07-0096,Maharashtra,Wardha,Hinganghat,Demo Village 06,Suresh More,Manish Mane,Individual,68.4,Residential Abadi,Prepared,2025-04-04,,Completed,2025-03-14,Received,Received,Received,Under Processing,"POLYGON((18.239610 73.799610,18.240390 73.799610,18.240390 73.800390,18.239610 73.800390,18.239610 73.799610))",Synthetic SVAMITVA Demo Dataset,2026-05-17,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,Yes,73.79961,18.23961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-03-21
SVPC-MH-0027697,MH-DEMO-01489,SV-28-07-0097,Maharashtra,Wardha,Hinganghat,Demo Village 07,Vivek Gawande,Sanjay Jadhav,Individual,71.3,Mixed Residential,Distributed,2025-04-08,,Completed,2025-03-17,Received,Received,Received,Digitised,"POLYGON((18.239570 73.799570,18.240430 73.799570,18.240430 73.800430,18.239570 73.800430,18.239570 73.799570))",Synthetic SVAMITVA Demo Dataset,2026-05-18,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.79957,18.23957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-03-24
SVPC-MH-0027698,MH-DEMO-01490,SV-28-07-0098,Maharashtra,Wardha,Hinganghat,Demo Village 08,Arjun Raut,Vivek Dhole,Individual,74.2,Institutional,Under Verification,2025-04-12,,Completed,2025-03-20,Received,Received,Available,Digitised,"POLYGON((18.239530 73.799530,18.240470 73.799530,18.240470 73.800470,18.239530 73.800470,18.239530 73.799530))",Synthetic SVAMITVA Demo Dataset,2026-05-19,Synthetic - Not Government Verified,Yes,In Progress,Available,No,No,,Not Applicable,,No,Yes,73.79953,18.23953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0027699,MH-DEMO-01491,SV-28-07-0099,Maharashtra,Wardha,Hinganghat,Demo Village 09,Manish Kadam,Mahesh More,Individual,77.1,Commercial,Digitisation Completed,2025-04-16,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.239490 73.799490,18.240510 73.799490,18.240510 73.800510,18.239490 73.800510,18.239490 73.799490))",Synthetic SVAMITVA Demo Dataset,2026-05-20,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,No,Yes,73.79949,18.23949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0027700,MH-DEMO-01492,SV-28-07-0100,Maharashtra,Wardha,Hinganghat,Demo Village 10,Priya Ingale,Sachin Mhatre,Individual,80.0,Open Plot,Prepared,2025-04-20,,Completed,2025-03-26,Received,Received,Received,Digitised,"POLYGON((18.239650 73.799650,18.240350 73.799650,18.240350 73.800350,18.239650 73.800350,18.239650 73.799650))",Synthetic SVAMITVA Demo Dataset,2026-05-21,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.79965,18.23965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-04-02
SVPC-MH-0027701,MH-DEMO-01493,SV-28-08-0001,Maharashtra,Wardha,Samudrapur,Demo Village 01,Seema Patil,Vinod Kulkarni,Individual,82.9,Other Abadi Property,Distributed,2025-04-24,,Completed,2025-03-29,Received,Received,Received,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-05-22,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91961,18.31961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-04-05
SVPC-MH-0027702,MH-DEMO-01494,SV-28-08-0002,Maharashtra,Wardha,Samudrapur,Demo Village 02,Tanmay Deshpande,Kiran Verma,Individual,85.8,Residential Abadi,Under Verification,2025-04-28,,Completed,2025-04-01,Received,Received,Available,Under Processing,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-05-23,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,Yes,73.91957,18.31957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-04-08
SVPC-MH-0027703,MH-DEMO-01495,SV-28-08-0003,Maharashtra,Wardha,Samudrapur,Demo Village 03,Aditi Mhatre,Rohit Wagh,Individual,88.7,Mixed Residential,Digitisation Completed,2025-05-02,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-05-24,Synthetic - Not Government Verified,No,In Progress,Available,Yes,Yes,2025-04-16,Yes,2025-04-29,Yes,Yes,73.91953,18.31953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0027704,MH-DEMO-01496,SV-28-08-0004,Maharashtra,Wardha,Samudrapur,Demo Village 04,Deepak Pawar,Vikas Patil,Individual,26.6,Institutional,Prepared,2025-05-06,,Completed,2025-04-07,Received,Received,Received,Digitised,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-05-25,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91949,18.31949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027705,MH-DEMO-01497,SV-28-08-0005,Maharashtra,Wardha,Samudrapur,Demo Village 05,Mohan Mane,Gaurav Kamble,Individual,29.5,Commercial,Distributed,2025-05-10,,Completed,2025-04-10,Received,Received,Received,Digitised,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-05-26,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.91965,18.31965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-04-17
SVPC-MH-0027706,MH-DEMO-01498,SV-28-08-0006,Maharashtra,Wardha,Samudrapur,Demo Village 06,Rajesh Tiwari,Ramesh Gaikwad,Individual,32.4,Open Plot,Under Verification,2025-05-14,,Completed,2025-04-13,Received,Received,Available,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-05-27,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,73.91961,18.31961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-04-20
SVPC-MH-0027707,MH-DEMO-01499,SV-28-08-0007,Maharashtra,Wardha,Samudrapur,Demo Village 07,Sneha Chavan,Vijay Borkar,Individual,35.3,Other Abadi Property,Digitisation Completed,2025-05-18,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-05-28,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91957,18.31957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-04-23
SVPC-MH-0027708,MH-DEMO-01500,SV-28-08-0008,Maharashtra,Wardha,Samudrapur,Demo Village 08,Vijay Kamble,Dhananjay Kadam,Individual,38.2,Residential Abadi,Prepared,2025-05-22,,Completed,2025-04-19,Received,Received,Received,Under Processing,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-05-29,Synthetic - Not Government Verified,Yes,In Progress,Pending,Yes,No,,Not Applicable,,Yes,Yes,73.91953,18.31953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027709,MH-DEMO-01501,SV-28-08-0009,Maharashtra,Wardha,Samudrapur,Demo Village 09,Amit Kharat,Rajesh Tiwari,Individual,41.1,Mixed Residential,Distributed,2025-05-26,,Completed,2025-04-22,Received,Received,Received,Digitised,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-05-30,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91949,18.31949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027710,MH-DEMO-01502,SV-28-08-0010,Maharashtra,Wardha,Samudrapur,Demo Village 10,Gaurav Kulkarni,Vaishnavi Thakur,Individual,44.0,Institutional,Under Verification,2025-05-30,,Completed,2025-04-25,Received,Received,Available,Digitised,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-05-31,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,No,73.91965,18.31965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-05-02
SVPC-MH-0027711,MH-DEMO-01503,SV-28-08-0011,Maharashtra,Wardha,Samudrapur,Demo Village 01,Nikhil Kale,Deepak Deshmukh,Individual,46.9,Commercial,Digitisation Completed,2025-06-03,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-06-01,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91961,18.31961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-05-05
