ULPIN / Parcel ID,Survey Number / Gat Number,District,Taluka,Village,Owner / Rights-holder details,Land Area (hectares),Land Classification / Land Type,Tenure / Rights details,7/12 Record,8A Record,Mutation / Ferfar details,Mutation Date,Mutation Status,Cadastral Parcel Boundary / Geometry,Property Card,Record Source,Record Date / Last Updated,Verification Status,Owner Name,Owner / Rights-holder Type,Owner Share,Owner Relation,Owner Address
MH-DEMO-01545,128/33,Nanded,Demo Taluka 03,Demo Village 09,Name: Mohan Mane; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,0.7,Wasteland,Occupancy Class II,DEMO-712-01545,DEMO-8A-01545,DEMO-FERFAR-01545,2025-09-08,Pending,"POLYGON((77.335000 19.135303,77.336697 19.137000,77.335000 19.138697,77.333303 19.137000,77.335000 19.135303))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-09-13,Synthetic - Not Government Verified,Mohan Mane,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01546,128/34,Nanded,Demo Taluka 04,Demo Village 10,Name: Rajesh Tiwari; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,1.07,Mixed Use,Government Lease,DEMO-712-01546,DEMO-8A-01546,DEMO-FERFAR-01546,2025-09-18,Under Verification,"POLYGON((77.323283 19.111212,77.324788 19.113283,77.322717 19.114788,77.321212 19.112717,77.323283 19.111212))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-09-24,Synthetic - Not Government Verified,Rajesh Tiwari,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01547,128/35,Nanded,Demo Taluka 05,Demo Village 11,Name: Sneha Chavan and Tanmay Salve; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 03,1.44,Agricultural,Private Tenure,DEMO-712-01547,DEMO-8A-01547,DEMO-FERFAR-01547,2025-09-28,No Recent Mutation,"POLYGON((77.311350 19.150924,77.312076 19.152350,77.310650 19.153076,77.309924 19.151650,77.311350 19.150924))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-10-05,Synthetic - Not Government Verified,Sneha Chavan and Tanmay Salve,Joint Holders,50%-50%,Joint Holders,Synthetic Address 03
MH-DEMO-01548,128/36,Nanded,Demo Taluka 06,Demo Village 12,Name: Vijay Kamble; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,1.81,Residential,Other/Restricted,DEMO-712-01548,DEMO-8A-01548,DEMO-FERFAR-01548,2025-10-08,Updated,"POLYGON((77.299565 19.126891,77.300109 19.128565,77.298435 19.129109,77.297891 19.127435,77.299565 19.126891))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-10-16,Synthetic - Not Government Verified,Vijay Kamble,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01549,128/37,Nanded,Demo Taluka 01,Demo Village 01,Name: Amit Kharat; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.18,Forest,Occupancy Class I,DEMO-712-01549,DEMO-8A-01549,DEMO-FERFAR-01549,2025-10-18,Pending,"POLYGON((77.350798 19.165902,77.351098 19.167798,77.349202 19.168098,77.348902 19.166202,77.350798 19.165902))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-10-27,Synthetic - Not Government Verified,Amit Kharat,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01550,128/38,Nanded,Demo Taluka 02,Demo Village 02,Name: Gaurav Kulkarni; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,2.55,Industrial,Occupancy Class II,DEMO-712-01550,DEMO-8A-01550,DEMO-FERFAR-01550,2025-10-28,Under Verification,"POLYGON((77.336960 19.141960,77.339040 19.141960,77.339040 19.144040,77.336960 19.144040,77.336960 19.141960))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-11-07,Synthetic - Not Government Verified,Gaurav Kulkarni,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01551,128/39,Nanded,Demo Taluka 03,Demo Village 03,Name: Nikhil Kale; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,2.92,Water Body,Government Lease,DEMO-712-01551,DEMO-8A-01551,DEMO-FERFAR-01551,2025-11-07,No Recent Mutation,"POLYGON((77.325069 19.117719,77.327281 19.118069,77.326931 19.120281,77.324719 19.119931,77.325069 19.117719))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-11-18,Synthetic - Not Government Verified,Nikhil Kale,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01552,128/40,Nanded,Demo Taluka 04,Demo Village 04,Name: Rohit Jadhav; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,3.29,Wasteland,Private Tenure,DEMO-712-01552,DEMO-8A-01552,DEMO-FERFAR-01552,2025-11-17,Updated,"POLYGON((77.313230 19.156488,77.315512 19.157230,77.314770 19.159512,77.312488 19.158770,77.313230 19.156488))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-11-29,Synthetic - Not Government Verified,Rohit Jadhav,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01553,128/41,Nanded,Demo Taluka 05,Demo Village 05,Name: Sunita Thakur; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,3.66,Mixed Use,Other/Restricted,DEMO-712-01553,DEMO-8A-01553,DEMO-FERFAR-01553,2025-11-27,Pending,"POLYGON((77.301441 19.132278,77.303722 19.133441,77.302559 19.135722,77.300278 19.134559,77.301441 19.132278))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-12-10,Synthetic - Not Government Verified,Sunita Thakur,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01554,128/42,Nanded,Demo Taluka 06,Demo Village 06,Name: Vinod Salve and Anjali Mhatre; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 05,4.03,Agricultural,Occupancy Class I,DEMO-712-01554,DEMO-8A-01554,DEMO-FERFAR-01554,2025-12-07,Under Verification,"POLYGON((77.289823 19.108883,77.291117 19.109823,77.290177 19.111117,77.288883 19.110177,77.289823 19.108883))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-12-21,Synthetic - Not Government Verified,Vinod Salve and Anjali Mhatre,Joint Holders,50%-50%,Joint Holders,Synthetic Address 05
MH-DEMO-01555,128/43,Nanded,Demo Taluka 01,Demo Village 07,Name: Anjali Gaikwad; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,4.4,Residential,Occupancy Class II,DEMO-712-01555,DEMO-8A-01555,DEMO-FERFAR-01555,2025-12-17,No Recent Mutation,"POLYGON((77.341000 19.147755,77.342245 19.149000,77.341000 19.150245,77.339755 19.149000,77.341000 19.147755))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-01,Synthetic - Not Government Verified,Anjali Gaikwad,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01556,128/44,Nanded,Demo Taluka 02,Demo Village 08,Name: Mahesh Sawant; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,4.77,Forest,Government Lease,DEMO-712-01556,DEMO-8A-01556,DEMO-FERFAR-01556,2025-12-27,Updated,"POLYGON((77.329212 19.123659,77.330341 19.125212,77.328788 19.126341,77.327659 19.124788,77.329212 19.123659))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-12,Synthetic - Not Government Verified,Mahesh Sawant,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01557,128/45,Nanded,Demo Taluka 03,Demo Village 09,Name: Prakash Verma; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,0.34,Industrial,Private Tenure,DEMO-712-01557,DEMO-8A-01557,DEMO-FERFAR-01557,2026-01-06,Pending,"POLYGON((77.317454 19.162601,77.318399 19.164454,77.316546 19.165399,77.315601 19.163546,77.317454 19.162601))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-23,Synthetic - Not Government Verified,Prakash Verma,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01558,128/46,Nanded,Demo Taluka 04,Demo Village 10,Name: Sanjay Bhosale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,0.71,Water Body,Other/Restricted,DEMO-712-01558,DEMO-8A-01558,DEMO-FERFAR-01558,2026-01-16,Under Verification,"POLYGON((77.305719 19.138589,77.306411 19.140719,77.304281 19.141411,77.303589 19.139281,77.305719 19.138589))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-03,Synthetic - Not Government Verified,Sanjay Bhosale,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01559,128/47,Nanded,Demo Taluka 05,Demo Village 11,Name: Swati Dhole; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,1.08,Wasteland,Occupancy Class I,DEMO-712-01559,DEMO-8A-01559,DEMO-FERFAR-01559,2026-01-26,No Recent Mutation,"POLYGON((77.293998 19.114627,77.294373 19.116998,77.292002 19.117373,77.291627 19.115002,77.293998 19.114627))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-14,Synthetic - Not Government Verified,Swati Dhole,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01560,128/48,Nanded,Demo Taluka 06,Demo Village 12,Name: Aarav Deshmukh; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,1.45,Mixed Use,Occupancy Class II,DEMO-712-01560,DEMO-8A-01560,DEMO-FERFAR-01560,2026-02-05,Updated,"POLYGON((77.342720 19.153720,77.345280 19.153720,77.345280 19.156280,77.342720 19.156280,77.342720 19.153720))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-25,Synthetic - Not Government Verified,Aarav Deshmukh,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01561,128/49,Nanded,Demo Taluka 01,Demo Village 01,Name: Ashok Joshi and Nandini Borkar; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 02,1.82,Agricultural,Government Lease,DEMO-712-01561,DEMO-8A-01561,DEMO-FERFAR-01561,2026-02-15,Pending,"POLYGON((77.331335 19.130085,77.332915 19.130335,77.332665 19.131915,77.331085 19.131665,77.331335 19.130085))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-08,Synthetic - Not Government Verified,Ashok Joshi and Nandini Borkar,Joint Holders,50%-50%,Joint Holders,Synthetic Address 02
MH-DEMO-01562,128/50,Nanded,Demo Taluka 02,Demo Village 02,Name: Meena Borkar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,2.19,Residential,Private Tenure,DEMO-712-01562,DEMO-8A-01562,DEMO-FERFAR-01562,2026-02-25,Under Verification,"POLYGON((77.319435 19.168891,77.321109 19.169435,77.320565 19.171109,77.318891 19.170565,77.319435 19.168891))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-19,Synthetic - Not Government Verified,Meena Borkar,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01563,128/51,Nanded,Demo Taluka 03,Demo Village 03,Name: Rahul Shinde; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,2.56,Forest,Other/Restricted,DEMO-712-01563,DEMO-8A-01563,DEMO-FERFAR-01563,2026-03-07,No Recent Mutation,"POLYGON((77.307580 19.144709,77.309291 19.145580,77.308420 19.147291,77.306709 19.146420,77.307580 19.144709))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-30,Synthetic - Not Government Verified,Rahul Shinde,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01564,128/52,Nanded,Demo Taluka 04,Demo Village 04,Name: Shivam Wagh; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.93,Industrial,Occupancy Class I,DEMO-712-01564,DEMO-8A-01564,DEMO-FERFAR-01564,2026-03-17,Updated,"POLYGON((77.295770 19.120547,77.297453 19.121770,77.296230 19.123453,77.294547 19.122230,77.295770 19.120547))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-10,Synthetic - Not Government Verified,Shivam Wagh,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01565,128/53,Nanded,Demo Taluka 05,Demo Village 05,Name: Vaishnavi Yadav; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,3.3,Water Body,Occupancy Class II,DEMO-712-01565,DEMO-8A-01565,DEMO-FERFAR-01565,2026-03-27,Pending,"POLYGON((77.347000 19.159416,77.348584 19.161000,77.347000 19.162584,77.345416 19.161000,77.347000 19.159416))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-21,Synthetic - Not Government Verified,Vaishnavi Yadav,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01566,128/54,Nanded,Demo Taluka 06,Demo Village 06,Name: Akash More; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,3.67,Wasteland,Government Lease,DEMO-712-01566,DEMO-8A-01566,DEMO-FERFAR-01566,2026-04-06,Under Verification,"POLYGON((77.335265 19.135324,77.336676 19.137265,77.334735 19.138676,77.333324 19.136735,77.335265 19.135324))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-02,Synthetic - Not Government Verified,Akash More,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01567,128/55,Nanded,Demo Taluka 01,Demo Village 07,Name: Dhananjay Gawande; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,4.04,Mixed Use,Private Tenure,DEMO-712-01567,DEMO-8A-01567,DEMO-FERFAR-01567,2026-04-16,No Recent Mutation,"POLYGON((77.323559 19.111278,77.324722 19.113559,77.322441 19.114722,77.321278 19.112441,77.323559 19.111278))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-13,Synthetic - Not Government Verified,Dhananjay Gawande,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01568,128/56,Nanded,Demo Taluka 02,Demo Village 08,Name: Nandini Raut and Seema Kale; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 04,4.41,Agricultural,Other/Restricted,DEMO-712-01568,DEMO-8A-01568,DEMO-FERFAR-01568,2026-04-26,Updated,"POLYGON((77.311514 19.150992,77.312008 19.152514,77.310486 19.153008,77.309992 19.151486,77.311514 19.150992))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-24,Synthetic - Not Government Verified,Nandini Raut and Seema Kale,Joint Holders,50%-50%,Joint Holders,Synthetic Address 04
MH-DEMO-01569,129/1,Latur,Demo Taluka 01,Demo Village 01,Name: Ramesh Kadam; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,4.78,Forest,Government Lease,DEMO-712-01569,DEMO-8A-01569,DEMO-FERFAR-01569,2026-05-06,Under Verification,"POLYGON((76.581732 18.417993,76.582007 18.419732,76.580268 18.420007,76.579993 18.418268,76.581732 18.417993))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-04,Synthetic - Not Government Verified,Ramesh Kadam,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01570,129/2,Latur,Demo Taluka 02,Demo Village 02,Name: Sonal Ingale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,0.35,Industrial,Private Tenure,DEMO-712-01570,DEMO-8A-01570,DEMO-FERFAR-01570,2026-05-16,No Recent Mutation,"POLYGON((76.568040 18.394040,76.569960 18.394040,76.569960 18.395960,76.568040 18.395960,76.568040 18.394040))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-15,Synthetic - Not Government Verified,Sonal Ingale,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01571,129/3,Latur,Demo Taluka 03,Demo Village 03,Name: Vikas Patil; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,0.72,Water Body,Other/Restricted,DEMO-712-01571,DEMO-8A-01571,DEMO-FERFAR-01571,2026-05-26,Updated,"POLYGON((76.556135 18.432810,76.558190 18.433135,76.557865 18.435190,76.555810 18.434865,76.556135 18.432810))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-26,Synthetic - Not Government Verified,Vikas Patil,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01572,129/4,Latur,Demo Taluka 04,Demo Village 04,Name: Aniket Deshpande; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,1.09,Wasteland,Occupancy Class I,DEMO-712-01572,DEMO-8A-01572,DEMO-FERFAR-01572,2026-06-05,Pending,"POLYGON((76.544281 18.408589,76.546411 18.409281,76.545719 18.411411,76.543589 18.410719,76.544281 18.408589))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-07,Synthetic - Not Government Verified,Aniket Deshpande,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01573,129/5,Latur,Demo Taluka 05,Demo Village 05,Name: Kiran Mhatre; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,1.46,Mixed Use,Occupancy Class II,DEMO-712-01573,DEMO-8A-01573,DEMO-FERFAR-01573,2026-06-15,Under Verification,"POLYGON((76.532476 18.384386,76.534614 18.385476,76.533524 18.387614,76.531386 18.386524,76.532476 18.384386))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-18,Synthetic - Not Government Verified,Kiran Mhatre,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01574,129/6,Latur,Demo Taluka 06,Demo Village 06,Name: Pooja Pawar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,1.83,Agricultural,Government Lease,DEMO-712-01574,DEMO-8A-01574,DEMO-FERFAR-01574,2026-06-25,No Recent Mutation,"POLYGON((76.583717 18.423212,76.585788 18.424717,76.584283 18.426788,76.582212 18.425283,76.583717 18.423212))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-29,Synthetic - Not Government Verified,Pooja Pawar,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01575,129/7,Latur,Demo Taluka 01,Demo Village 07,Name: Sachin Mane and Vinod Ingale; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 01,2.2,Residential,Private Tenure,DEMO-712-01575,DEMO-8A-01575,DEMO-FERFAR-01575,2026-07-05,Updated,"POLYGON((76.572000 18.399869,76.573131 18.401000,76.572000 18.402131,76.570869 18.401000,76.572000 18.399869))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-09,Synthetic - Not Government Verified,Sachin Mane and Vinod Ingale,Joint Holders,50%-50%,Joint Holders,Synthetic Address 01
MH-DEMO-01576,129/8,Latur,Demo Taluka 02,Demo Village 08,Name: Suresh Tiwari; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,2.57,Forest,Other/Restricted,DEMO-712-01576,DEMO-8A-01576,DEMO-FERFAR-01576,2026-07-15,Pending,"POLYGON((76.560195 18.438771,76.561229 18.440195,76.559805 18.441229,76.558771 18.439805,76.560195 18.438771))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-20,Synthetic - Not Government Verified,Suresh Tiwari,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01577,129/9,Latur,Demo Taluka 03,Demo Village 09,Name: Vivek Chavan; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,2.94,Industrial,Occupancy Class I,DEMO-712-01577,DEMO-8A-01577,DEMO-FERFAR-01577,2026-07-25,Under Verification,"POLYGON((76.548420 18.414709,76.549291 18.416420,76.547580 18.417291,76.546709 18.415580,76.548420 18.414709))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-31,Synthetic - Not Government Verified,Vivek Chavan,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01578,129/10,Latur,Demo Taluka 04,Demo Village 10,Name: Arjun Kamble; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,3.31,Water Body,Occupancy Class II,DEMO-712-01578,DEMO-8A-01578,DEMO-FERFAR-01578,2026-08-04,No Recent Mutation,"POLYGON((76.536668 18.390690,76.537310 18.392668,76.535332 18.393310,76.534690 18.391332,76.536668 18.390690))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-09-11,Synthetic - Not Government Verified,Arjun Kamble,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01579,129/11,Latur,Demo Taluka 05,Demo Village 11,Name: Manish Kharat; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,3.68,Wasteland,Government Lease,DEMO-712-01579,DEMO-8A-01579,DEMO-FERFAR-01579,2024-12-02,Updated,"POLYGON((76.587931 18.429719,76.588281 18.431931,76.586069 18.432281,76.585719 18.430069,76.587931 18.429719))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-01-10,Synthetic - Not Government Verified,Manish Kharat,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01580,129/12,Latur,Demo Taluka 06,Demo Village 12,Name: Priya Kulkarni; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,4.05,Mixed Use,Private Tenure,DEMO-712-01580,DEMO-8A-01580,DEMO-FERFAR-01580,2024-12-12,Pending,"POLYGON((76.573800 18.405800,76.576200 18.405800,76.576200 18.408200,76.573800 18.408200,76.573800 18.405800))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-01-21,Synthetic - Not Government Verified,Priya Kulkarni,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01581,129/13,Latur,Demo Taluka 01,Demo Village 01,Name: Seema Kale; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,4.42,Agricultural,Other/Restricted,DEMO-712-01581,DEMO-8A-01581,DEMO-FERFAR-01581,2024-12-22,Under Verification,"POLYGON((76.561936 18.381536,76.564464 18.381936,76.564064 18.384464,76.561536 18.384064,76.561936 18.381536))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-02-01,Synthetic - Not Government Verified,Seema Kale,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01582,129/14,Latur,Demo Taluka 02,Demo Village 02,Name: Tanmay Jadhav and Dhananjay Dhole; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 03,4.79,Residential,Occupancy Class I,DEMO-712-01582,DEMO-8A-01582,DEMO-FERFAR-01582,2025-01-01,No Recent Mutation,"POLYGON((76.550486 18.420992,76.552008 18.421486,76.551514 18.423008,76.549992 18.422514,76.550486 18.420992))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-02-12,Synthetic - Not Government Verified,Tanmay Jadhav and Dhananjay Dhole,Joint Holders,50%-50%,Joint Holders,Synthetic Address 03
MH-DEMO-01583,129/15,Latur,Demo Taluka 03,Demo Village 03,Name: Aditi Thakur; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,0.36,Forest,Occupancy Class II,DEMO-712-01583,DEMO-8A-01583,DEMO-FERFAR-01583,2025-01-11,Updated,"POLYGON((76.538615 18.396816,76.540184 18.397615,76.539385 18.399184,76.537816 18.398385,76.538615 18.396816))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-02-23,Synthetic - Not Government Verified,Aditi Thakur,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01584,129/16,Latur,Demo Taluka 04,Demo Village 04,Name: Deepak Salve; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,0.73,Industrial,Government Lease,DEMO-712-01584,DEMO-8A-01584,DEMO-FERFAR-01584,2025-01-21,Pending,"POLYGON((76.589788 18.435659,76.591341 18.436788,76.590212 18.438341,76.588659 18.437212,76.589788 18.435659))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-03-06,Synthetic - Not Government Verified,Deepak Salve,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01585,129/17,Latur,Demo Taluka 05,Demo Village 05,Name: Mohan Gaikwad; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,1.1,Water Body,Private Tenure,DEMO-712-01585,DEMO-8A-01585,DEMO-FERFAR-01585,2025-01-31,Under Verification,"POLYGON((76.578000 18.411529,76.579471 18.413000,76.578000 18.414471,76.576529 18.413000,76.578000 18.411529))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-03-17,Synthetic - Not Government Verified,Mohan Gaikwad,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
